created_at,full_text,location,mentions,tokens,stemmed_tokens,clean_text
Tue Sep 17 18:16:08 +0000 2024,Biasanya langsung ditindak khusus fufufafa mendapat hak istimewa,Indonesia,[],"['langsung', 'ditindak', 'khusus', 'fufufafa', 'hak', 'istimewa']","['langsung', 'tindak', 'khusus', 'fufufafa', 'hak', 'istimewa']",langsung tindak khusus fufufafa hak istimewa
Tue Sep 17 18:15:06 +0000 2024,Fufufafa Jr semakin ke sini semakin ke sana WapresKosong,,[],"['Fufufafa', 'Jr', 'WapresKosong']","['fufufafa', 'jr', 'wapreskosong']",fufufafa jr wapreskosong
Tue Sep 17 18:13:52 +0000 2024,Jiah yg kaya dngn hasil menjilat mejilat TAI si fufufafa,,"['@SFjayati', '@Dickywisnuw', '@YourAnonId_', '@kemkominfo']","['Jiah', 'yg', 'kaya', 'dngn', 'hasil', 'menjilat', 'mejilat', 'TAI', 'si', 'fufufafa']","['jiah', 'yg', 'kaya', 'dngn', 'hasil', 'jilat', 'mejilat', 'tai', 'si', 'fufufafa']",jiah yg kaya dngn hasil jilat mejilat tai si fufufafa
Tue Sep 17 18:13:36 +0000 2024,Tolol masih aja percaya itu jelas editan akun goblok,Batavia,['@fufu__fafa'],"['Tolol', 'aja', 'percaya', 'editan', 'akun', 'goblok']","['tolol', 'aja', 'percaya', 'edit', 'akun', 'goblok']",tolol aja percaya edit akun goblok
Tue Sep 17 18:13:29 +0000 2024,tidak ada yg setia dlm perkawanan fufufafa aja jdi wakil yg dihujatnya eeh,🪐,['@bluebearly_'],"['yg', 'setia', 'dlm', 'perkawanan', 'fufufafa', 'aja', 'jdi', 'wakil', 'yg', 'dihujatnya', 'eeh']","['yg', 'setia', 'dlm', 'kawan', 'fufufafa', 'aja', 'jdi', 'wakil', 'yg', 'hujat', 'eeh']",yg setia dlm kawan fufufafa aja jdi wakil yg hujat eeh
Tue Sep 17 18:12:45 +0000 2024,Pks jd pendukung fufufafahehe mana berani pks serang fufufafa,,"['@yaningwaylve', '@BangPino__']","['Pks', 'jd', 'pendukung', 'fufufafahehe', 'berani', 'pks', 'serang', 'fufufafa']","['pks', 'jd', 'dukung', 'fufufafahehe', 'berani', 'pks', 'serang', 'fufufafa']",pks jd dukung fufufafahehe berani pks serang fufufafa
Tue Sep 17 18:12:42 +0000 2024,punya fufufafa,ur mind,['@ohmydull'],['fufufafa'],['fufufafa'],fufufafa
Tue Sep 17 18:11:54 +0000 2024,Kalo kasus fufufafa amp gerombolan parpol kacung rezim firaun sudah tidak aneh menghianati aspirasi Rakyat Tpi klo sebuah parpol yg ngakunya Dakwah dan Agama sebagai tuntunannya tpi malah jdi penjilat kekuasaan Itukan menjijikan Makanya jgn Agama dijadikan topeng BubarkanPKS,,"['@aindraku', '@syaikhu_ahmad']","['Kalo', 'fufufafa', 'amp', 'gerombolan', 'parpol', 'kacung', 'rezim', 'firaun', 'aneh', 'menghianati', 'aspirasi', 'Rakyat', 'Tpi', 'klo', 'parpol', 'yg', 'ngakunya', 'Dakwah', 'Agama', 'tuntunannya', 'tpi', 'jdi', 'penjilat', 'kekuasaan', 'Itukan', 'menjijikan', 'jgn', 'Agama', 'dijadikan', 'topeng', 'BubarkanPKS']","['kalo', 'fufufafa', 'amp', 'gerombol', 'parpol', 'kacung', 'rezim', 'firaun', 'aneh', 'menghianati', 'aspirasi', 'rakyat', 'tpi', 'klo', 'parpol', 'yg', 'ngakunya', 'dakwah', 'agama', 'tuntun', 'tpi', 'jdi', 'jilat', 'kuasa', 'itu', 'jijik', 'jgn', 'agama', 'jadi', 'topeng', 'bubarkanpks']",kalo fufufafa amp gerombol parpol kacung rezim firaun aneh menghianati aspirasi rakyat tpi klo parpol yg ngakunya dakwah agama tuntun tpi jdi jilat kuasa itu jijik jgn agama jadi topeng bubarkanpks
Tue Sep 17 18:11:30 +0000 2024,Yang baru dari fufufafa,,"['@DokterTifa', '@prabowo']",['fufufafa'],['fufufafa'],fufufafa
Tue Sep 17 18:11:08 +0000 2024,dr Inong bilang indonesia punya angka hiv paling tinggi seasia tenggara Kemaren korupsi sekarang hiv fufufafa,,[],"['dr', 'Inong', 'bilang', 'indonesia', 'angka', 'hiv', 'seasia', 'tenggara', 'Kemaren', 'korupsi', 'hiv', 'fufufafa']","['dr', 'inong', 'bilang', 'indonesia', 'angka', 'hiv', 'seasia', 'tenggara', 'kemaren', 'korupsi', 'hiv', 'fufufafa']",dr inong bilang indonesia angka hiv seasia tenggara kemaren korupsi hiv fufufafa
Tue Sep 17 18:10:58 +0000 2024,ngapain dia senyum sendiri dibawah pengaruh obat terlarangkah krn gak mgkn juga dia odgj kan,,"['@wallstreet_id', '@fufu__fafa']","['ngapain', 'senyum', 'dibawah', 'pengaruh', 'obat', 'terlarangkah', 'krn', 'gak', 'mgkn', 'odgj']","['ngapain', 'senyum', 'bawah', 'pengaruh', 'obat', 'larang', 'krn', 'gak', 'mgkn', 'odgj']",ngapain senyum bawah pengaruh obat larang krn gak mgkn odgj
Tue Sep 17 18:10:57 +0000 2024,Kalo kasus fufufafa amp gerombolan parpol kacung rezim firaun sudah tidak aneh menghianati aspirasi Rakyat Tpi klo sebuah parpol yg ngakunya Dakwah dan Agama sebagai tuntunannya tpi malah jdi penjilat kekuasaan Itukan menjijikan Makanya jgn Agama dijadikan topeng BubarkanPKS,,['@msaid_didu'],"['Kalo', 'fufufafa', 'amp', 'gerombolan', 'parpol', 'kacung', 'rezim', 'firaun', 'aneh', 'menghianati', 'aspirasi', 'Rakyat', 'Tpi', 'klo', 'parpol', 'yg', 'ngakunya', 'Dakwah', 'Agama', 'tuntunannya', 'tpi', 'jdi', 'penjilat', 'kekuasaan', 'Itukan', 'menjijikan', 'jgn', 'Agama', 'dijadikan', 'topeng', 'BubarkanPKS']","['kalo', 'fufufafa', 'amp', 'gerombol', 'parpol', 'kacung', 'rezim', 'firaun', 'aneh', 'menghianati', 'aspirasi', 'rakyat', 'tpi', 'klo', 'parpol', 'yg', 'ngakunya', 'dakwah', 'agama', 'tuntun', 'tpi', 'jdi', 'jilat', 'kuasa', 'itu', 'jijik', 'jgn', 'agama', 'jadi', 'topeng', 'bubarkanpks']",kalo fufufafa amp gerombol parpol kacung rezim firaun aneh menghianati aspirasi rakyat tpi klo parpol yg ngakunya dakwah agama tuntun tpi jdi jilat kuasa itu jijik jgn agama jadi topeng bubarkanpks
Tue Sep 17 18:10:35 +0000 2024,Kalau diliat dr fisik dan perilakunya kayak ngobat dia,,"['@niayesss', '@fufu__fafa']","['diliat', 'dr', 'fisik', 'perilakunya', 'kayak', 'ngobat']","['liat', 'dr', 'fisik', 'perilaku', 'kayak', 'ngobat']",liat dr fisik perilaku kayak ngobat
Tue Sep 17 18:10:34 +0000 2024,Sakit hati jangan kelamaan,,['@fufu__fafa'],"['Sakit', 'hati']","['sakit', 'hati']",sakit hati
Tue Sep 17 18:01:43 +0000 2024,Nebeng pesawat tapi yg punya gak ikut menikmati itu sama seperti nebeng ududnya dong Kebiasaan clamit udud modal paru doang fufufafa awokawok,,['@WagimanDeep212_'],"['Nebeng', 'pesawat', 'yg', 'gak', 'menikmati', 'nebeng', 'ududnya', 'Kebiasaan', 'clamit', 'udud', 'modal', 'paru', 'doang', 'fufufafa', 'awokawok']","['nebeng', 'pesawat', 'yg', 'gak', 'nikmat', 'nebeng', 'ududnya', 'biasa', 'clamit', 'udud', 'modal', 'paru', 'doang', 'fufufafa', 'awokawok']",nebeng pesawat yg gak nikmat nebeng ududnya biasa clamit udud modal paru doang fufufafa awokawok
Tue Sep 17 18:00:39 +0000 2024,FUFUFAFA Sosok Yuanikarina Pamer Nonton Konser Bruno Mars Bareng Gibran Bebas Antri Hingga Tidak Bayar Tol,,"['@124hmahHastuti1', '@JeblukAkun', '@NenkMonica', '@STresnowati1', '@CutSarina5', '@MichelAdam7__', '@50Kuasa', '@3rwin__34', '@BosPurwa', '@mulanbilqis', '@BMultinovic', '@tijabar']","['FUFUFAFA', 'Sosok', 'Yuanikarina', 'Pamer', 'Nonton', 'Konser', 'Bruno', 'Mars', 'Bareng', 'Gibran', 'Bebas', 'Antri', 'Bayar', 'Tol']","['fufufafa', 'sosok', 'yuanikarina', 'pamer', 'nonton', 'konser', 'bruno', 'mars', 'bareng', 'gibran', 'bebas', 'antri', 'bayar', 'tol']",fufufafa sosok yuanikarina pamer nonton konser bruno mars bareng gibran bebas antri bayar tol
Tue Sep 17 18:00:04 +0000 2024,gais ini ngomongin tahu isi danusan SMA ya plis jangan salah paham gue takut gue terkenal terus ketauan macem fufufafa,,"['@kdyscoups', '@ajuyskena']","['gais', 'ngomongin', 'isi', 'danusan', 'SMA', 'ya', 'plis', 'salah', 'paham', 'gue', 'takut', 'gue', 'terkenal', 'ketauan', 'macem', 'fufufafa']","['gais', 'ngomongin', 'isi', 'danusan', 'sma', 'ya', 'plis', 'salah', 'paham', 'gue', 'takut', 'gue', 'kenal', 'tau', 'macem', 'fufufafa']",gais ngomongin isi danusan sma ya plis salah paham gue takut gue kenal tau macem fufufafa
Tue Sep 17 17:59:34 +0000 2024,nah ini kwkwkkww dhemit mah lagi kerja gua gak suka pks tp liat jg sapa yg ngomong dhemit ngmg in fufufafa aja dikit bgt,Bumi Allah ,"['@Sky_Buz5', '@K3Sm9', '@RianRintikHujan', '@BudiBukanIntel']","['kwkwkkww', 'dhemit', 'mah', 'kerja', 'gua', 'gak', 'suka', 'pks', 'tp', 'liat', 'jg', 'sapa', 'yg', 'ngomong', 'dhemit', 'ngmg', 'in', 'fufufafa', 'aja', 'dikit', 'bgt']","['kwkwkkww', 'dhemit', 'mah', 'kerja', 'gua', 'gak', 'suka', 'pks', 'tp', 'liat', 'jg', 'sapa', 'yg', 'ngomong', 'dhemit', 'ngmg', 'in', 'fufufafa', 'aja', 'dikit', 'bgt']",kwkwkkww dhemit mah kerja gua gak suka pks tp liat jg sapa yg ngomong dhemit ngmg in fufufafa aja dikit bgt
Tue Sep 17 17:59:28 +0000 2024,Semoga fufufafa segera jadi presiden Mau rusak mau hancur jgn tanggung tanggung,"Jakarta Capital Region, Indone",['@OposisiCerdas'],"['Semoga', 'fufufafa', 'presiden', 'rusak', 'hancur', 'jgn', 'tanggung', 'tanggung']","['moga', 'fufufafa', 'presiden', 'rusak', 'hancur', 'jgn', 'tanggung', 'tanggung']",moga fufufafa presiden rusak hancur jgn tanggung tanggung
Tue Sep 17 17:56:43 +0000 2024,Iya gan setuju Kenapa emang kalo wakil presiden mabok tukang caci maki dan pro nepotisme Kenapa emang kalau pengangguran semakin tinggi lapangan kerja makin susah Rupiah makin melemah Kenapa emang kalau korupsi dan gratifikasi Ngga masalah buat buzzer mah ya gak,instagram.com/ndragunstory/,"['@wallstreet_id', '@fufu__fafa']","['Iya', 'gan', 'setuju', 'emang', 'kalo', 'wakil', 'presiden', 'mabok', 'tukang', 'caci', 'maki', 'pro', 'nepotisme', 'emang', 'pengangguran', 'lapangan', 'kerja', 'susah', 'Rupiah', 'melemah', 'emang', 'korupsi', 'gratifikasi', 'Ngga', 'buzzer', 'mah', 'ya', 'gak']","['iya', 'gan', 'tuju', 'emang', 'kalo', 'wakil', 'presiden', 'mabok', 'tukang', 'caci', 'maki', 'pro', 'nepotisme', 'emang', 'anggur', 'lapang', 'kerja', 'susah', 'rupiah', 'lemah', 'emang', 'korupsi', 'gratifikasi', 'ngga', 'buzzer', 'mah', 'ya', 'gak']",iya gan tuju emang kalo wakil presiden mabok tukang caci maki pro nepotisme emang anggur lapang kerja susah rupiah lemah emang korupsi gratifikasi ngga buzzer mah ya gak
Tue Sep 17 17:56:24 +0000 2024,buzerp tolol ternyata masih belum mof on sakit hatix sama pak anis cobak jilat pantat in satu per satu biar sadar pak anis itu siapa jokowi bajingan tolol itu siapa Fufufafa FufufafaBocilPorno FufufafaBocilPsikopat FufufafaAdalahGibran fufufafaHarusDiADili,,['@FDonghun'],"['buzerp', 'tolol', 'mof', 'on', 'sakit', 'hatix', 'anis', 'cobak', 'jilat', 'pantat', 'in', 'biar', 'sadar', 'anis', 'jokowi', 'bajingan', 'tolol', 'Fufufafa', 'FufufafaBocilPorno', 'FufufafaBocilPsikopat', 'FufufafaAdalahGibran', 'fufufafaHarusDiADili']","['buzerp', 'tolol', 'mof', 'on', 'sakit', 'hatix', 'anis', 'cobak', 'jilat', 'pantat', 'in', 'biar', 'sadar', 'anis', 'jokowi', 'bajing', 'tolol', 'fufufafa', 'fufufafabocilporno', 'fufufafabocilpsikopat', 'fufufafaadalahgibran', 'fufufafaharusdiadili']",buzerp tolol mof on sakit hatix anis cobak jilat pantat in biar sadar anis jokowi bajing tolol fufufafa fufufafabocilporno fufufafabocilpsikopat fufufafaadalahgibran fufufafaharusdiadili
Tue Sep 17 17:56:14 +0000 2024,halah kayak gatau FiA jelas FiA harus mengkaji dulu mirip KPK waktu periksa adiknya fufufafa,,"['@f1speed_indo', '@__Verstappen1']","['halah', 'kayak', 'gatau', 'FiA', 'FiA', 'mengkaji', 'KPK', 'periksa', 'adiknya', 'fufufafa']","['halah', 'kayak', 'gatau', 'fia', 'fia', 'kaji', 'kpk', 'periksa', 'adik', 'fufufafa']",halah kayak gatau fia fia kaji kpk periksa adik fufufafa
Tue Sep 17 17:55:59 +0000 2024,Wagu yo ben fufufafa awokawok,,['@T0M5helby'],"['Wagu', 'yo', 'ben', 'fufufafa', 'awokawok']","['wagu', 'yo', 'ben', 'fufufafa', 'awokawok']",wagu yo ben fufufafa awokawok
Tue Sep 17 17:55:48 +0000 2024,Ciecie yang kebagian kerjaan dari mulyono buat cebokin anaknya dari pada jd pengangguran kan ya,,"['@wallstreet_id', '@fufu__fafa']","['Ciecie', 'kebagian', 'kerjaan', 'mulyono', 'cebokin', 'anaknya', 'jd', 'pengangguran', 'ya']","['ciecie', 'bagi', 'kerja', 'mulyono', 'cebokin', 'anak', 'jd', 'anggur', 'ya']",ciecie bagi kerja mulyono cebokin anak jd anggur ya
Tue Sep 17 17:55:45 +0000 2024,kasus fufufafa itu delik aduan harus prabowo yg laporin ngarep bener wkwk itu jg kalau fufufafa gibran kasiha buzzer ronin tanpa majikan ini bingung g ad yg mau pakai jasa mereka lg wkwk,,[],"['fufufafa', 'delik', 'aduan', 'prabowo', 'yg', 'laporin', 'ngarep', 'bener', 'wkwk', 'jg', 'fufufafa', 'gibran', 'kasiha', 'buzzer', 'ronin', 'majikan', 'bingung', 'g', 'ad', 'yg', 'pakai', 'jasa', 'lg', 'wkwk']","['fufufafa', 'delik', 'adu', 'prabowo', 'yg', 'laporin', 'ngarep', 'bener', 'wkwk', 'jg', 'fufufafa', 'gibran', 'kasiha', 'buzzer', 'ronin', 'majikan', 'bingung', 'g', 'ad', 'yg', 'pakai', 'jasa', 'lg', 'wkwk']",fufufafa delik adu prabowo yg laporin ngarep bener wkwk jg fufufafa gibran kasiha buzzer ronin majikan bingung g ad yg pakai jasa lg wkwk
Tue Sep 17 17:54:36 +0000 2024,Foto fufufafa yang kiri apa yang kanan sih,,['@geloraco'],"['Foto', 'fufufafa', 'kiri', 'kanan', 'sih']","['foto', 'fufufafa', 'kiri', 'kanan', 'sih']",foto fufufafa kiri kanan sih
Tue Sep 17 17:53:12 +0000 2024,Kata HRS Bersatu lawan fufufafa bukan bersatu dukung Rido yeeeemau dibelokin,,['@BangPino__'],"['HRS', 'Bersatu', 'lawan', 'fufufafa', 'bersatu', 'dukung', 'Rido', 'yeeeemau', 'dibelokin']","['hrs', 'satu', 'lawan', 'fufufafa', 'satu', 'dukung', 'rido', 'yeeeemau', 'dibelokin']",hrs satu lawan fufufafa satu dukung rido yeeeemau dibelokin
Tue Sep 17 17:52:58 +0000 2024,eh gue mau ngomenin ini lagi kalo untuk urusan ngarang mengarang gue lebih suka Fufufafa alus dan plottwist menggelinding seperti trenggiling abis itu beli cilok bandung,,[],"['eh', 'gue', 'ngomenin', 'kalo', 'urusan', 'ngarang', 'mengarang', 'gue', 'suka', 'Fufufafa', 'alus', 'plottwist', 'menggelinding', 'trenggiling', 'abis', 'beli', 'cilok', 'bandung']","['eh', 'gue', 'ngomenin', 'kalo', 'urus', 'ngarang', 'arang', 'gue', 'suka', 'fufufafa', 'alus', 'plottwist', 'gelinding', 'trenggiling', 'abis', 'beli', 'cilok', 'bandung']",eh gue ngomenin kalo urus ngarang arang gue suka fufufafa alus plottwist gelinding trenggiling abis beli cilok bandung
Tue Sep 17 17:50:46 +0000 2024,ini ngomongin siapa sih fufufafa,Jakarta utara ,['@AsahPolaPikir'],"['ngomongin', 'sih', 'fufufafa']","['ngomongin', 'sih', 'fufufafa']",ngomongin sih fufufafa
Tue Sep 17 17:49:14 +0000 2024,Wah orang jualan kelas,,"['@wallstreet_id', '@fufu__fafa']","['orang', 'jualan', 'kelas']","['orang', 'jual', 'kelas']",orang jual kelas
Tue Sep 17 17:26:42 +0000 2024,Jijik liat fufufafa,,[],"['Jijik', 'liat', 'fufufafa']","['jijik', 'liat', 'fufufafa']",jijik liat fufufafa
Tue Sep 17 17:26:28 +0000 2024,Sengaja ini jawabnya ngaco biar alihin fokus dari fufufafa ya kanhayo ngaku,@bungaode 's heart ,['@kompascom'],"['Sengaja', 'ngaco', 'biar', 'alihin', 'fokus', 'fufufafa', 'ya', 'kanhayo', 'ngaku']","['sengaja', 'ngaco', 'biar', 'alihin', 'fokus', 'fufufafa', 'ya', 'kanhayo', 'ngaku']",sengaja ngaco biar alihin fokus fufufafa ya kanhayo ngaku
Tue Sep 17 17:26:18 +0000 2024,Om dewan Muke lu jelek By Fufufafa,"DKI Jakarta, Indonesia",['@habiburokhman'],"['Om', 'dewan', 'Muke', 'lu', 'jelek', 'By', 'Fufufafa']","['om', 'dewan', 'muke', 'lu', 'jelek', 'by', 'fufufafa']",om dewan muke lu jelek by fufufafa
Tue Sep 17 17:25:46 +0000 2024,Yuup mmg sdh rusak semua narasi yg anda bangun kita lihat saja bgmn pengadilan rakyat yg berlaku nanti krn mnrt narasi genk fufufafa itu pemilu lah pengadilan rakyat dan ini yg dulu kalian lawan n jgn lagi jualan aspirasi rakyat sok jujur rakyat setuju,,"['@aindraku', '@muhidweet', '@chrls_wndsr', '@PKSejahtera']","['Yuup', 'mmg', 'sdh', 'rusak', 'narasi', 'yg', 'bangun', 'lihat', 'bgmn', 'pengadilan', 'rakyat', 'yg', 'berlaku', 'krn', 'mnrt', 'narasi', 'genk', 'fufufafa', 'pemilu', 'pengadilan', 'rakyat', 'yg', 'lawan', 'n', 'jgn', 'jualan', 'aspirasi', 'rakyat', 'sok', 'jujur', 'rakyat', 'setuju']","['yuup', 'mmg', 'sdh', 'rusak', 'narasi', 'yg', 'bangun', 'lihat', 'bgmn', 'adil', 'rakyat', 'yg', 'laku', 'krn', 'mnrt', 'narasi', 'genk', 'fufufafa', 'milu', 'adil', 'rakyat', 'yg', 'lawan', 'n', 'jgn', 'jual', 'aspirasi', 'rakyat', 'sok', 'jujur', 'rakyat', 'tuju']",yuup mmg sdh rusak narasi yg bangun lihat bgmn adil rakyat yg laku krn mnrt narasi genk fufufafa milu adil rakyat yg lawan n jgn jual aspirasi rakyat sok jujur rakyat tuju
Tue Sep 17 17:24:18 +0000 2024,Meweknya klo cuma di kasih penilaian atas kinerjanya Di hina pribadi amp keluarganya mah bodo amat Yg penting ambisi buat jadi pleciden kesampean Apalagi yg bantu penuhin ambisinya itu bapaknya fufufafa Apalah arti harga diri yg penting ambisi tercapai,,['@habiburokhman'],"['Meweknya', 'klo', 'kasih', 'penilaian', 'kinerjanya', 'hina', 'pribadi', 'amp', 'keluarganya', 'mah', 'bodo', 'Yg', 'ambisi', 'pleciden', 'kesampean', 'yg', 'bantu', 'penuhin', 'ambisinya', 'bapaknya', 'fufufafa', 'Apalah', 'arti', 'harga', 'yg', 'ambisi', 'tercapai']","['mewek', 'klo', 'kasih', 'nilai', 'kerja', 'hina', 'pribadi', 'amp', 'keluarga', 'mah', 'bodo', 'yg', 'ambisi', 'pleciden', 'sampean', 'yg', 'bantu', 'penuhin', 'ambisi', 'bapak', 'fufufafa', 'apa', 'arti', 'harga', 'yg', 'ambisi', 'capai']",mewek klo kasih nilai kerja hina pribadi amp keluarga mah bodo yg ambisi pleciden sampean yg bantu penuhin ambisi bapak fufufafa apa arti harga yg ambisi capai
Tue Sep 17 17:24:17 +0000 2024,Profesor Fufufafa,,"['@ike_hw71', '@JimlyAs']","['Profesor', 'Fufufafa']","['profesor', 'fufufafa']",profesor fufufafa
Tue Sep 17 17:24:07 +0000 2024,masraka jd fufufafa hahaha keluargafullsandiwara,,[],"['masraka', 'jd', 'fufufafa', 'hahaha', 'keluargafullsandiwara']","['masraka', 'jd', 'fufufafa', 'hahaha', 'keluargafullsandiwara']",masraka jd fufufafa hahaha keluargafullsandiwara
Tue Sep 17 17:24:02 +0000 2024,Jujur banget fufufafa,,['@andikamalreza'],"['Jujur', 'banget', 'fufufafa']","['jujur', 'banget', 'fufufafa']",jujur banget fufufafa
Tue Sep 17 17:23:22 +0000 2024,ini akun keberapanya fufufafa,tgr,['@psychicpartyyyy'],"['akun', 'keberapanya', 'fufufafa']","['akun', 'berapa', 'fufufafa']",akun berapa fufufafa
Tue Sep 17 17:22:18 +0000 2024,Gw kasitau ke anak gw yg masih sekolah ntar klo ada foto wapres fufufafa di kelas langsung ambil trus letak di kamar mandi skolah aja Bahaya buat generasi penerus, 🇯🇴,"['@abu_waras', '@JimlyAs']","['Gw', 'kasitau', 'anak', 'gw', 'yg', 'sekolah', 'ntar', 'klo', 'foto', 'wapres', 'fufufafa', 'kelas', 'langsung', 'ambil', 'trus', 'letak', 'kamar', 'mandi', 'skolah', 'aja', 'Bahaya', 'generasi', 'penerus']","['gw', 'kasitau', 'anak', 'gw', 'yg', 'sekolah', 'ntar', 'klo', 'foto', 'wapres', 'fufufafa', 'kelas', 'langsung', 'ambil', 'trus', 'letak', 'kamar', 'mandi', 'skolah', 'aja', 'bahaya', 'generasi', 'terus']",gw kasitau anak gw yg sekolah ntar klo foto wapres fufufafa kelas langsung ambil trus letak kamar mandi skolah aja bahaya generasi terus
Tue Sep 17 17:22:10 +0000 2024,Ayo bersatu lawan fufufafa jangan hanya fokus serang PKS ANGKOT bisa jadi alternatif cara GibranJujurlah,,"['@UusRsd', '@msaid_didu']","['Ayo', 'bersatu', 'lawan', 'fufufafa', 'fokus', 'serang', 'PKS', 'ANGKOT', 'alternatif', 'GibranJujurlah']","['ayo', 'satu', 'lawan', 'fufufafa', 'fokus', 'serang', 'pks', 'angkot', 'alternatif', 'gibranjujurlah']",ayo satu lawan fufufafa fokus serang pks angkot alternatif gibranjujurlah
Tue Sep 17 17:20:49 +0000 2024,Sudah tua tapi ttp anaknya fufufafa anda ini,Jogjakarta,['@JimlyAs'],"['tua', 'ttp', 'anaknya', 'fufufafa']","['tua', 'ttp', 'anak', 'fufufafa']",tua ttp anak fufufafa
Tue Sep 17 17:20:46 +0000 2024,Seekor Profesor menurunkan harga dirinya hingga setingkat lebih rendah dari silit fufufafa,Ngayogyakarta Hadiningrat,['@Mdy_Asmara1701'],"['Seekor', 'Profesor', 'menurunkan', 'harga', 'setingkat', 'rendah', 'silit', 'fufufafa']","['ekor', 'profesor', 'turun', 'harga', 'tingkat', 'rendah', 'silit', 'fufufafa']",ekor profesor turun harga tingkat rendah silit fufufafa
Tue Sep 17 17:19:50 +0000 2024,Dapet pecandu kecubung,,['@fufu__fafa'],"['Dapet', 'pecandu', 'kecubung']","['dapet', 'candu', 'kecubung']",dapet candu kecubung
Tue Sep 17 17:19:08 +0000 2024,dipanggil Fufufafa aja mau gak,,"['@subag30573', '@dinulfadli_']","['dipanggil', 'Fufufafa', 'aja', 'gak']","['panggil', 'fufufafa', 'aja', 'gak']",panggil fufufafa aja gak
Tue Sep 17 17:18:02 +0000 2024,Iya mas fufufafa,,"['@Ki_Nusantara99', '@zy_zy_lestary', '@HaramAsoy', '@dika_maxelyou', '@adri_7i', '@YoYoAyo17845']","['Iya', 'mas', 'fufufafa']","['iya', 'mas', 'fufufafa']",iya mas fufufafa
Tue Sep 17 17:17:31 +0000 2024,Percayalah JP Kaesang blunder Fufufafa Bocil blunder jg Mulyono gak bakal ke gorong lg boar milyar jelang Sesudah ITU What,,[],"['Percayalah', 'JP', 'Kaesang', 'blunder', 'Fufufafa', 'Bocil', 'blunder', 'jg', 'Mulyono', 'gak', 'gorong', 'lg', 'boar', 'milyar', 'jelang', 'What']","['percaya', 'jp', 'kaesang', 'blunder', 'fufufafa', 'bocil', 'blunder', 'jg', 'mulyono', 'gak', 'gorong', 'lg', 'boar', 'milyar', 'jelang', 'what']",percaya jp kaesang blunder fufufafa bocil blunder jg mulyono gak gorong lg boar milyar jelang what
Tue Sep 17 17:11:12 +0000 2024,Dianggap Gak Penting karena mereka tau siapa dibalik Fufufafa lain hal nya kalau misalnya katakan Anies Baswedan itu pasti sudah habis dibom bardir,"Bandung, Jawa Barat",['@OposisiCerdas'],"['Dianggap', 'Gak', 'tau', 'dibalik', 'Fufufafa', 'nya', 'Anies', 'Baswedan', 'habis', 'dibom', 'bardir']","['anggap', 'gak', 'tau', 'balik', 'fufufafa', 'nya', 'anies', 'baswedan', 'habis', 'bom', 'bardir']",anggap gak tau balik fufufafa nya anies baswedan habis bom bardir
Tue Sep 17 17:10:49 +0000 2024,Jujur saya tak tahu anda ingin menjelaskan isu fufufafa ini ke siapa ke masyarakat Masyarakat mana Pendukung anda Maaf sekali dari tampilan saja anda sudah tidak seperti ingin membela mas Gibran tapi terkesan ingin showing power anda di sini,,['@habiburokhman'],"['Jujur', 'isu', 'fufufafa', 'masyarakat', 'Masyarakat', 'Pendukung', 'Maaf', 'tampilan', 'membela', 'mas', 'Gibran', 'terkesan', 'showing', 'power']","['jujur', 'isu', 'fufufafa', 'masyarakat', 'masyarakat', 'dukung', 'maaf', 'tampil', 'bela', 'mas', 'gibran', 'kes', 'showing', 'power']",jujur isu fufufafa masyarakat masyarakat dukung maaf tampil bela mas gibran kes showing power
Tue Sep 17 17:10:01 +0000 2024,Hayo kita berfikir seperti fufufafa Nah makna pake itu byk artinya Pake itu memakaimengendarainormal atau yg lbh ekstrim pake itu menyetubuhifufufafa Nah Klo junjungan lu siapa Nabi Muhammad normal tidak ada lebih menjurus ke ateisfufufafa,,"['@OmongOksong', '@Piyusaja2']","['Hayo', 'berfikir', 'fufufafa', 'makna', 'pake', 'byk', 'Pake', 'memakaimengendarainormal', 'yg', 'lbh', 'ekstrim', 'pake', 'menyetubuhifufufafa', 'Klo', 'junjungan', 'lu', 'Nabi', 'Muhammad', 'normal', 'menjurus', 'ateisfufufafa']","['hayo', 'berfikir', 'fufufafa', 'makna', 'pake', 'byk', 'pake', 'memakaimengendarainormal', 'yg', 'lbh', 'ekstrim', 'pake', 'menyetubuhifufufafa', 'klo', 'junjung', 'lu', 'nabi', 'muhammad', 'normal', 'jurus', 'ateisfufufafa']",hayo berfikir fufufafa makna pake byk pake memakaimengendarainormal yg lbh ekstrim pake menyetubuhifufufafa klo junjung lu nabi muhammad normal jurus ateisfufufafa
